preu_actual,preu_original,descompte,titol,enllaç,descripcio,agent_nom,parking,tags,habs,metres2
2.200.000€,,0%,"Dúplex a passeig del Taulat, 250, Diagonal Mar i el Front Marítim del Poblenou, Barcelona",https://www.idealista.com/ca/inmueble/102455492/,"Es tracta d'un àtic dúplex en l'exclusiva urbanització de Illa de Mar en el barri de Diagonal Mar de Barcelona. L'àtic té una superfície construïda de 130m2, a més d'una terrassa de 82m2 completament oberta a la mar Mediterrània i amb un fantàstic jacuzzi. Seguit al rebedor es disposa el confortable saló menjador, que la seva principal característica és la seva fusió amb la terrassa en forma de ""L"", envoltant tota la planta. Llum natural, privacitat i dinamisme entre l'interior i l'exterior són part d'aquesta extraordinària proposta. La cuina",Barcelona & Costa Brava Sotheby’s Int. Realty,Pàrking inclòs,"Vistes al mar, Luxe",2,145
1.200.000€,,0%,"Dúplex a carrer de Johann Sebastian Bach, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/103614322/,"Ático dúplex, situado a escasos metros del Turo Parc está compuesto en la planta baja de un amplio salón comedor con salida a la terraza orientada a Sur y una cocina totalmente equipada, con equipo de osmosis y descalcificador. En la misma planta hay dos dormitorios, cada uno con un baño. En la planta superior encontramos a mano izquierda de las escaleras la suite principal con un spa, ducha y vestidor. Al lado derecho de la escalera encontramos 2 espacios que se podrían destinar a despacho, estudio, sala de juegos. uno de los espacios se h",Max Ricart,Pàrking inclòs,,4,168
750.000€,,0%,"Pis a Gran Via de les Corts Catalanes, El Fort Pienc, Barcelona",https://www.idealista.com/ca/inmueble/103518139/,"Fantàstic pis en finca règia a l'Eixample Exclusiu saló al centre de Barcelona a l'Eixample, amb 137m2 i 5 habitacions, 4 dobles. La finca es troba en una ubicació impecable, disposa d'un rebedor amb entrada senyorial i ampli, i és accessible des del carrer. La cadira està en una posició excel·lent i també es beneficia d'una actualització. Cuarta planta real. Al entrar ens trobem amb un amplio recibidor, a la dreta a pasillo amb 2 habitacions dobles (1 d'elles exterior a un pati de l'Eixample i l'altra a un pati lluminós de llums). A la izquier",Engel & Völkers Barcelona,No indicat,,5,137
1.790.000€,,0%,"Àtic a rambla de Catalunya, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/99305839/,"Àtic dúplex amb terrasses a Rambla Catalunya Propietat excepcional distribuïda en dues plantes. Primera planta amb sala menjador, cuina, habitació suite amb bany annex i habitació doble amb bany independent. Accés a terrassa de 25m2 amb orientació nord-est des del saló menjador. Segona planta amb habitació doble amb bany annex i amb accés directe a terrassa exterior de 60m2 amb orientació sud-oest. Apartament molt lluminós amb espais interiors i exteriors molt amplis. Excepcional ubicació a Rambla Catalunya entre Gran Via i Diputació. Finca r",Engel & Völkers Barcelona,No indicat,Luxe,3,222
3.200.000€,,0%,"Pis a carrer de Casp, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/101708306/,"Espectacular pis reformat amb mobles inclosos a Eixample Es situa en una fabulosa finca cantonera d'estil Noucentista de l'any 1936 construïda pel llorejat arquitecte Francesc de Paula Nebot i Torrens. L'edifici va ser guardonat com a edifici artístic. Actualment la façana principal, el portal, l'ascensor de l'època, els espais comunitaris i els patis interiors han estat rehabilitats. Aquest singular pis de distribució en forma de diamant, es situa en una cinquena planta. Consta de set àmplies estances que donen a la façana principal amb grans",Engel & Völkers Barcelona,No indicat,Luxe,4,441
1.595.000€,,0%,"Pis a carrer de Dalmases, Les Tres Torres, Barcelona",https://www.idealista.com/ca/inmueble/106277666/,"Pis en venda a Barcelona, amb 274 m², 6 habitacions i 6 banys, 2 places de Garatge, Traster, Ascensor i Aire condicionat.",Proddigia Barcelona,Pàrking inclòs,Luxe,6,290
2.400.000€,,0%,"Pis a carrer Francesc Pérez Cabrero, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/100206749/,"Gran propiedad en exclusiva en Turó Park. Propiedad con un elegante y amplio recibidor que hace a la vez de distribuidor del piso, a la derecha del mismo encontramos un amplio despacho y ha continuación un amplio salón con 2 ambientes y comedor con acceso directo a la terraza. Gracias al fantástico recibidor la propiedad se divide en tres partes a la derecha la zona de noche, en frente la zona de día y a la izquierda lapona de cocina y servicio. La cocina con isla central de aluminio muy amplia, donde además encontramos una habitación de se",Max Ricart,Pàrking inclòs,Luxe,5,386
895.000€,950.000 €,6%,"Àtic a La Salut, Barcelona",https://www.idealista.com/ca/inmueble/103272413/,"Fantàstic àtic amb tarrazas al mar a Gràcia Engel&Völkers té el plaer de presentar-los aquest excepcional àtic dúplex, recentment reformat, situat en el vibrant barri de La Salut, a Gràcia. Destaca per les seves àmplies terrasses, que abasten un total de 90 m² distribuïts equitativament entre les dues plantes que conformen la propietat. Les habitacions són completament exteriors banyades per la llum natural. La planta baixa, amb una superfície construïda de 100 m², alberga un espaiós i lluminós rebedor, amb un gran finestral que s'obre a la ter",Engel & Völkers Barcelona,No indicat,,3,176
1.430.000€,,0%,"Pis a carrer de Muntaner, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/106031507/,"Aquesta propietat ha estat meticulosament reformada amb acabats i materials de primera qualitat, per oferir un ambient de luxe i confort en cada detall. En entrar, un vestíbul elegant ens guia cap a dues habitacions dobles exteriors, totes dues amb accés a un petit balcó. Una d'aquestes habitacions és en suite, mentre que la segona disposa de bany complet situat al passadís, al costat d'una habitació individual. La quarta habitació, ubicada a prop del saló menjador, ofereix privadesa i comoditat, ja que disposa del seu propi bany complet amb",Lucas Fox,No indicat,,4,183
1.599.000€,,0%,"Pis a avinguda de Pau Casals, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/104852492/,"Fantàstic pis nou a estrenar en Turo Park, Pau Casals, una joia en el cor de Barcelona. Amb 4 habitacions i 3 banys, ofereix un espai elegant i funcional. L'habitació principal, amb vestidor i bany privat, destaca per la seva comoditat i privacitat. La llum natural i els sostres alts creen un ambient lluminós i acollidor en tot el pis, inclosa la cuina oberta, que afegeix un toc modern i connecta perfectament amb el saló. Equipat amb electrodomèstics d'última generació i aixeteria d'alta qualitat de Armani-Roca, aquest pis garanteix comoditat",Barcelona & Costa Brava Sotheby’s Int. Realty,No indicat,Luxe,4,156
1.545.000€,,0%,"Pis a carrer de Girona, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/100287105/,"Aquest exclusiu apartament de 158m2 recentment renovat i d'alta qualitat està situat en la 3a planta real en el cor de la ciutat en un edifici clàssic i perfectament mantingut de l'Eixample amb un ascensor històric i terrassa comunitària en el terrat. Aquesta esplèndida propietat ha estat completament renovada amb acabats de la més alta qualitat i és un exemple perfecte d'una residència que ofereix tots els luxes moderns mantenint el seu patrimoni. L'espaiosa zona de dia, orientada al sud, consta d'un impressionant saló amb zona de menjador i",Barcelona & Costa Brava Sotheby’s Int. Realty,No indicat,Luxe,3,185
1.250.000€,,0%,"Pis a carrer de Muntaner, Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/ca/inmueble/103165208/,"Pis completament reformat en Venda a Sant Gervasi-La Bonanova, amb vistes panoràmiques i balcó galeria. Consta duna superfície de 165 m²; es distribueix en 3 habitacions. L'habitació principal té accés directe al balcó, mentre que l'espaiós saló compta amb una galeria que li brinda molta llum natural i unes precioses vistes gràcies al 8è d'alçada. La cuina està ben dissenyada i disposa de tots els elements necessaris. A més, el pis ofereix 2 banys complets. A poca distància a peu d'aquest habitatge trobem la parada de Muntaner, cosa que perm",Walter Haus Barcelona,No indicat,,3,165
1.190.000€,,0%,"Pis a travessera de Gràcia, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/104877770/,"Preciós pis amb jardí a la Travessera de Gracia Única propietat excel·lentment ben situada a Galvany a un pas de Diagonal. La fa única, a banda de les seves dimensions i comoditat, el fet que té un jardí de 84 metres quadrats amb pèrgola, flors, barbacoa i molt assolellat, orientació sud. Disposa d´un petit pati a part de 8 mts. En accedir a la propietat hi ha un ampli rebedor, amb accés a un saló que fa les funcions actualment de menjador, un altre saló gran a part i una habitació amb sortida al jardí que fa de sala de televisió. En aquesta ma",Engel & Völkers Barcelona,No indicat,,4,215
950.000€,,0%,"Pis a carrer de Ganduxer, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/105107755/,"Aquest lluminós triplex està llest per entrar a viure, es troba estratègicament situat a Ganduxer amb Diagonal, molt a prop de l'emblemàtic Turó Park. Disposa de 3 altures el que fa que es distingeixin clarament tres estances. gran rebedor que podria ser un espai polivalent amb possibilitat de convertir-se en un despatx, zona de jocs o estudi. Segons baixem una alçada, trobem un ampli espai de dia amb saló menjador i sortida a terrassa de 13 m2 amb vistes a la ciutat de Barcelona. També tenim a la mateixa alçada, la cuina totalment equipada i e",Proddigia Barcelona,Pàrking opc. 25.000 €,,2,160
1.550.000€,,0%,"Pis a avinguda de Pedralbes, Pedralbes, Barcelona",https://www.idealista.com/ca/inmueble/105462652/,"Presentem un meravellós pis a la prestigiosa Avinguda Pedralbes, amb impressionants vistes al mar. Ubicat a la 8a planta, aquest habitatge destaca per ser totalment exterior, amb doble orientació, i tenir una excel·lent orientació que garanteix llum natural durant tot el dia. En entrar, s'accedeix directament des de l'ascensor del vestíbul al rebedor, proporcionant una entrada privada i exclusiva. Amb una superfície de 252 m², el pis es distribueix en un saló menjador espaiós amb una terrassa d'aproximadament 12 m², ideal per gaudir de les vist",Proddigia Barcelona,Pàrking inclòs,"Vistes al mar, Luxe",4,253
1.600.000€,1.700.000 €,6%,"Pis a Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/105404692/,"Magnífic habitatge en venda en Muntaner Us presentem aquesta fantàstica propietat, situada en la segona planta real d'una finca del 1936 en el Galvany, d'aproximadament dos-cents quaranta metres quadrats amb tres habitacions dobles i tres banys en perfecte estat i llista per a entrar a viure. Destacable per la gran amplitud en totes les seves estades, sostres alts i amb una excel·lent i pràctica distribució. Una propietat d'alt standing i amb acabats excel·lents amb calefacció per radiadors i ventiladors de sostre. Un pis passant que consisteix",Engel & Völkers Barcelona,No indicat,Luxe,3,240
2.996.000€,3.050.000 €,2%,"Dúplex a carrer d'Ausiàs Marc, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/98140444/,"En una de las fincas con más historia y encanto de Barcelona, Casa Burès, tenemos esta joya inmobiliaria lista para disfrutar junto a sus amplias y variadas zonas comunes. Exclusivo dúplex de lujo de 229 m² en la emblemática Casa Burés, en el corazón del Eixample de Barcelona. Esta joya arquitectónica combina la elegancia del modernismo catalán con todo tipo de comodidades contemporáneas. El amplio salón-comedor integrado con una moderna cocina abierta se presenta como el corazón del hogar, con grandes ventanales y balcones que inundan el es",Max Ricart,No indicat,Luxe,3,229
1.900.000€,,0%,"Pis a carrer del Rosselló, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/106265317/,"Espectacular habitatge de 175 m² construïts a poca distància a peu del Passeig de Gràcia, ofereix un espai ampli i lluminós, ideal per als que busquen confort i elegància. Amb dues habitacions i tres banys, aquest immoble combina un disseny modern amb l´encant d´una construcció de 1936. L´orientació est-oest assegura llum natural durant tot el dia, i la calefacció individual a gas natural garanteix un ambient acollidor. La propietat, situada a la primera planta d'un edifici exterior amb ascensor, ha estat reformada recentment i està en excel·",Walter Haus Barcelona,No indicat,Luxe,2,167
1.345.000€,,0%,"Pis a carrer de Mallorca, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/103194014/,"Gran pis modernista amb tribuna i balcó a la millor poma a la Dreta de l'Eixample. Finca catalogada de 1910. Situat al carrer Mallorca al centre de barri. Preciosa entrada amb sostres artesonats i pintures de valor. Té una superfície total de 170m2. La reforma conserva els detalls originals de l'època en què es va construir, com a sòls hidràulics o sostres amb motllures que proporcionen a l'habitatge una combinació perfecta entre el clàssic i el modern. Tot el pis està dissenyat amb millors acabats de mercat: radiadors italians, fusteria itali",Barcelona & Costa Brava Sotheby’s Int. Realty,No indicat,,3,170
